Asset Group Name,asset_group,"BMS ""Word""",,Asset Name/Space Name,point_description,bms_item_reference,BMS_Object ID,bms_object_type,bms_name,bms_units,Interval Sec,DC
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-52,5229fc62-fbd2-5240-abe1-f2c75473d4ec,JCI Family BACnet Device,VAV-52,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-53H,afb16db5-aaef-50f4-b54a-86cb13c25f24,JCI Family BACnet Device,VAV-53H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-54H,b9e6b046-ffe7-5051-8bdb-72d8eed7803c,JCI Family BACnet Device,VAV-54H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-55,c8d5e1e6-5441-5d42-a600-26184997c264,JCI Family BACnet Device,VAV-55,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-56H,56031bc9-789c-502d-981f-a81577cbeda2,JCI Family BACnet Device,VAV-56H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-57,c466aea3-979a-5691-b1af-a24c98c5ea76,JCI Family BACnet Device,VAV-57,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-58H,0e153da3-9843-5009-bb0b-ac7ce929b83c,JCI Family BACnet Device,VAV-58H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-59H,511ae23c-6707-5bf1-87df-65965c712ee3,JCI Family BACnet Device,VAV-59H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-60,a20698a2-c75c-54d2-8b3d-1b89d24f16dd,JCI Family BACnet Device,VAV-60,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-61,c8eb2bb8-46b4-55cd-956d-936ac9a876b4,JCI Family BACnet Device,VAV-61,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-62H,ea788b26-f176-5ac6-ae42-590e7a2731b2,JCI Family BACnet Device,VAV-62H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-63,0958e59b-cbc6-5c67-a77b-704de53d84e7,JCI Family BACnet Device,VAV-63,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-64H,d9bdc480-5f35-5de9-83f8-a0eb1a638eb3,JCI Family BACnet Device,VAV-64H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-65,c1661964-622b-523f-9242-7657e3676d72,JCI Family BACnet Device,VAV-65,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-66,7ff19873-3906-5d10-b5b2-3e9d240c3f30,JCI Family BACnet Device,VAV-66,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-67,b5cd6cff-784f-5a00-be9f-41f054665cd4,JCI Family BACnet Device,VAV-67,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-68,a5deb1ac-de3a-527a-a30b-06c220f1e11f,JCI Family BACnet Device,VAV-68,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-69,de98c47a-a649-5251-b7fb-55a85bf064b6,JCI Family BACnet Device,VAV-69,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-70,d9f72e0f-c2e9-5033-92d2-8283665e72ca,JCI Family BACnet Device,VAV-70,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-71,e7c099c7-4c7c-5b96-980a-69db43205acc,JCI Family BACnet Device,VAV-71,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-72,c68ec5d9-8564-58f5-b892-56b72aa10bff,JCI Family BACnet Device,VAV-72,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-73H,412f4458-8d29-5331-9536-69f8537ae441,JCI Family BACnet Device,VAV-73H,,0,TURE
#N/A,#N/A,#N/A,,N/A,Controller Status,HMS-T:SNE-T1-L30-01/FC1.VAV-74,9abceaa2-1bba-5ea0-9238-1369c6aa900f,JCI Family BACnet Device,VAV-74,,0,TURE
