BMS_Object ID,BMS_Item Reference,BMS_Object Type,BMS_Name,Point_Type,BMS_Units,Interval Sec,DC,Block,Floor
548affc8-1822-551b-905f-71f8836e640c,HMS-T:SNE-T1-L20-01/FC1.VAV-14.SA-F,AV Mapper,SA-F,,,0,FALSE,,
c88dd433-4a06-5bc2-a9fb-124455745a23,HMS-T:SNE-T2-L22-01/FC1.VAV-17.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
d630e9cd-a100-5e29-ac16-25bf7f61cd2d,HMS-T:SNE-T2-L17-01/FC1.VAV-59.SA-F,AV Mapper,SA-F,,,0,FALSE,,
d8bdbe2b-87af-5fdd-adf2-4e321cb213b9,HMS-T:SNE-T1-L33-01/FC1.VAV-46.SA-F,AV Mapper,SA-F,,,0,FALSE,,
0e2289c3-8a44-55b8-8ed0-99210369639a,HMS-T:SNE-T1-L20-01/FC1.VAV-44.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
1714b1c6-8bd9-5fe9-99db-fb845f0c6cb5,HMS-T:SNE-T2-L31-01/FC1.VAV-89H.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
245d3257-1f41-5025-8f73-c9211bdc52ac,HMS-T:SNE-T2-L15-01/FC1.VAV-05,JCI Family BACnet Device,VAV-05,,,0,FALSE,,
a195e8c1-6912-55dc-a0f7-3302e4505750,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-RAD-CO2,AI Mapper,AHU-RAD-CO2,,,0,FALSE,,
b6b686b9-76af-5f4a-b1af-5cf664cd613b,HMS-T:SNE-T1-L12-01/FC1.VAV-36.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
ed6bc346-4040-5487-a538-cbb8f0b5b06a,HMS-T:SNE-T2-L25-01/FC1.DDC-T2-L25-02B,JCI Family BACnet Device,DDC-T2-L25-02B,,,0,FALSE,,
19575e0b-6bb9-51b6-aa10-cf86c46cadc1,HMS-T:SNE-T1-L22-01/BACnet.MODBUS-T1-L22.AI-153,BACnet AI,AHU-T1-L25-02-Flow-L/s,,,0,FALSE,,
9ad0bfbe-e2f5-5335-97a5-b719766a229c,HMS-T:SNE-T1-L25-01/FC1.VAV-06H.CLG-MAXFLOW,AV Mapper,CLG-MAXFLOW,,,0,FALSE,,
da930622-1e49-530c-9b67-4973ccb53631,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-TR-01.CT-T1-01-VC1,BO Mapper,CT-T1-01-VC1,,,0,FALSE,,
a62ac299-0f2c-5b3c-9760-ec52820e2fb2,HMS-T:SNE-T1-L35-01/FC1.DDC-T1-L35-04.EAFT1L3503-FT,BI Mapper,EAFT1L3503-FT,,,0,FALSE,,
07750b06-0bce-5f09-90aa-f79ae6b9e595,HMS-T:SNE-T1-L31-01/FC1.VAV-60.ZN-T-SP,AV Mapper,ZN-T-SP,,,0,FALSE,,
1e601ea0-55a1-5211-92de-a28f1d7c9b30,HMS-T:SNE-T1-L27-01/FC1.VAV-31H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
2eb3d25d-a441-5176-a58d-3f361d3f6fc7,HMS-T:SNE-T2-L27-01/FC1.VAV-36.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
3097e53f-2af6-5523-9e54-d6d1c1f2aee9,HMS-T:SNE-T1-L31-01/FC1.VAV-06H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
7130e01e-8c64-538f-a8f8-31eb45dfc5ed,HMS-T:SNE-T1-L33-01/FC1.DDC-T1-L33-04.PLTG-Z4-C,BO Mapper,PLTG-Z4-C,,,0,FALSE,,
7c50ebb1-8ba7-51d9-b431-9a6298c84be7,HMS-T:SNE-T2-L33-01/FC1.VAV-23H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
4233c817-77d8-5a34-880a-6ea9ac54122d,HMS-T:SNE-T1-L22-01/FC1.CAV-75.CO2 FLOW-SP,AV Mapper,CO2 FLOW-SP,,,0,FALSE,,
8efaa669-bb4f-50f8-8d26-17ad376aebb6,HMS-T:SNE-T1-L33-01/FC1.VAV-73H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
68431cc4-faba-5024-8379-2823a695480e,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-R-02.FAF-T2-RF-02-C,BO Mapper,FAF-T2-RF-02-C,,,0,FALSE,,
6ac346b2-3258-5387-948a-a6bb6cc7b78c,HMS-T:SNE-T2-L36-01/FC1.VAV-38H.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
9aa40901-ed81-5437-8282-725e811a7f55,HMS-T:SNE-T2-L15-01/FC1.VAV-87.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
14df0290-bad6-54bb-97a8-74e9e132b46d,HMS-T:SNE-T1-L10-01/FC1.DDC-T1-L11-12.PAU-CV-C,AO Mapper,PAU-CV-C,,,0,FALSE,,
7a410ec5-5bf3-5581-8546-423c3e4def4c,HMS-T:SNE-T2-L17-01/FC1.VAV-91H.ZN-T-SP,AV Mapper,ZN-T-SP,,,0,FALSE,,
a05ce17c-ea6c-5fa9-813f-3564b042745c,HMS-T:SNE-T2-L33-01/FC1.VAV-67,JCI Family BACnet Device,VAV-67,,,0,FALSE,,
f3f35b5d-dbcd-5456-ada2-5dd05d02ef46,HMS-T:SNE-T1-L18-01/FC1.VAV-39.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
b8f86158-b597-573d-bf41-10e6da128cd7,HMS-T:SNE-T1-L15-01/FC1.VAV-46.SA-F,AV Mapper,SA-F,,,0,FALSE,,
ba6b7189-200c-5904-b978-72e101a089e7,HMS-T:SNE-T2-L17-01/FC1.VAV-75.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
1b3de003-97a7-562c-a398-1478743f38de,HMS-T:SNE-T1-L36-01/FC1.VAV-50H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
1bcb795c-ff48-5a70-87ca-a34fb82ce396,HMS-T:SNE-T1-L21-01/FC1.LTG-01.LTG-08-C,BO Mapper,LTG-08-C,,,0,FALSE,,
35d23dd8-d2e3-5da4-8179-1e10a247b256,HMS-T:SNE-T1-L25-01/FC1.VAV-69.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
4c915914-209b-55fb-9e86-85fb4a1f0c28,HMS-T:SNE-T2-L29-01/FC1.DDC-T2-L29-02D.EAFT2L2904-M,BI Mapper,EAFT2L2904-M,,,0,FALSE,,
8774640a-b005-5dac-980d-fa98fbe38acf,HMS-T:SNE-T2-L36-01/FC1.VAV-22H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
a007c680-8534-5530-90cc-636a319269c8,HMS-T:SNE-T1-L25-01/FC1.AHU-01.AHU-C,BO Mapper,AHU-C,,,0,FALSE,,
309dbe95-7cd2-5335-b02d-bf51a6b11f03,HMS-T:SNE-T1-L30-01/FC1.VAV-20H.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
65a9f87e-6ffe-5c8f-878b-f1f1e23b6c27,HMS-T:SNE-T1-L16-01/FC1.VAV-11H.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
df1423aa-b427-5cbd-aa65-47c38cef3d2f,HMS-T:SNE-T2-L29-01/FC1.VAV-04H.SA-F,AV Mapper,SA-F,,,0,FALSE,,
b0a85a90-a375-5b4f-b69d-afe9f490dcc2,HMS-T:SNE-T1-L12-01/FC1.VAV-77.SA-F,AV Mapper,SA-F,,,0,FALSE,,
051e9792-9b1f-5080-a627-bbf295522c5b,HMS-T:SNE-T1-L20-01/FC1.VAV-25.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
0fe2bca2-4f3b-533e-bdfa-4f660ac04b08,HMS-T:SNE-T1-L17-01/FC1.VAV-13.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
20c76538-b2dd-527d-9b46-204b5d39cfe3,HMS-T:SNE-T2-L27-01/FC1.VAV-83H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
85e47b66-70d7-5817-b1bb-df9de3951793,HMS-T:SNE-T1-L20-01/FC1.VAV-06H.CLG-MAXFLOW,AV Mapper,CLG-MAXFLOW,,,0,FALSE,,
f5cd71c1-9379-5d4c-a321-97d013cef52b,HMS-T:SNE-T1-L21-01/FC1.VAV-56H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
427b7b8a-7e55-57c5-9900-92796ac222db,HMS-T:SNE-T1-L10-01/BACnet1.MODBUS-T2-L10-01.Binary Inputs.BI-1043,BACnet BI,T1-18F-ST2(DM-118-2),,,0,FALSE,,
44e763d7-616d-5afe-b885-a054b998f407,HMS-T:SNE-T2-L29-01/FC1.DDC-T2-L29-02B.BO7-Spare,BO Mapper,BO7-Spare,None,,0,FALSE,,
613022bc-e5e3-5b5d-8678-b73f344f0477,HMS-T:SNE-T1-L21-01/FC1.VAV-31H.CLG-MAXFLOW,AV Mapper,CLG-MAXFLOW,,,0,FALSE,,
79903d5b-1f3e-576f-8d48-b035547f2e60,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-R-04A.CHWSH-WFR,AI Mapper,CHWSH-WFR,,,0,FALSE,,
7d3374fd-6347-5545-b81b-3072916d74e5,HMS-T:SNE-T2-L29-01/FC1.DDC-T2-L28-02D.EAFT2L2803-S,BI Mapper,EAFT2L2803-S,,,0,FALSE,,
c5af2ca4-eba9-5cb6-8811-5737862e0200,HMS-T:SNE-T1-L26-01/FC1.VAV-21.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
a539ead1-8287-5357-bf6f-c1b623519223,HMS-T:SNE-T2-L17-01/FC1.VAV-64.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
b360c7c7-cb70-51ee-ad68-15ff94e4c84d,HMS-T:SNE-T1-L31-01/FC1.VAV-26H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
0244993b-daf0-508e-bc88-31e2613f870b,HMS-T:SNE-T2-L27-01/FC1.VAV-91H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
31c68de4-d167-566f-bce0-e8a6aeeb4b37,HMS-T:SNE-T1-L36-01/FC1.VAV-54H.SA-F,AV Mapper,SA-F,,,0,FALSE,,
62e5cbcd-2c56-574b-b976-ecabb834d3a0,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-UR-06B.WCC-T2-03-AM,BI Mapper,WCC-T2-03-AM,,,0,FALSE,,
a2c682f5-1338-5768-a9f7-fda9aaa37ba7,HMS-T:SNE-T2-L17-01/FC1.VAV-70,JCI Family BACnet Device,VAV-70,,,0,FALSE,,
af33e6af-50b7-5f5e-b799-8b60c06e4c33,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-R-04A.CDWP-03-READY-ON-IN,BV Mapper,CDWP-03-READY-ON-IN,,,0,FALSE,,
068b0fb3-5f59-533e-b409-6c7619272d9d,HMS-T:SNE-T1-L26-01/FC1.VAV-34H.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
23c30060-3cbc-5a92-8283-1616ac46619d,HMS-T:SNE-T1-L15-01/FC1.VAV-15H.HTGUNOCC-MINFLOW,AV Mapper,HTGUNOCC-MINFLOW,,,0,FALSE,,
396f695b-11f8-5c96-947c-b93e8ef5bde9,HMS-T:SNE-T1-L31-01/FC1.VAV-55.ZN-T-SP,AV Mapper,ZN-T-SP,,,0,FALSE,,
4a238bb4-2b41-5161-a787-a5e751471bba,HMS-T:SNE-T2-L15-01/FC1.VAV-40H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
4e64e9c5-de8d-5305-830a-9e45d50b560b,HMS-T:SNE-T1-L12-01/FC1.VAV-59H.HTGUNOCC-MINFLOW,AV Mapper,HTGUNOCC-MINFLOW,,,0,FALSE,,
a15691b7-be3b-51ff-9366-e0985c6c8040,HMS-T:SNE-T1-L22-01/FC1.VAV-26H,JCI Family BACnet Device,VAV-26H,,,0,FALSE,,
af93af12-259c-5917-9257-0680983f4507,HMS-T:SNE-T1-L31-01/FC1.VAV-46.SA-F,AV Mapper,SA-F,,,0,FALSE,,
3859e96e-540c-5287-a374-2e60b14f0435,HMS-T:SNE-T1-L28-01/FC1.VAV-47.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
617b1e27-a7f6-5a08-b15d-fa9278b2ea37,HMS-T:SNE-T1-L32-01/FC1.VAV-57.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
6246a24c-ed36-5e46-864f-2f9d01207510,HMS-T:SNE-T1-L16-01/FC1.VAV-05H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
c6139305-466e-5fe6-9930-08f5a18c0d8a,HMS-T:SNE-T1-L31-01/FC1.VAV-04.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
2cfe6ec4-daec-5318-a93d-bc0bff181d6b,HMS-T:SNE-T1-L35-01/BACnet.MODBUS-T1-L36-01.AI-12,BACnet AI,AHU-T1-L26-02-Cool_kWh,,,0,FALSE,,
788f076d-124c-5f16-b882-5ecaf8d88ee9,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-R-05B.EAF-T1-RF-01-C,BO Mapper,EAF-T1-RF-01-C,,,0,FALSE,,
d8f365e1-b686-5d0c-99c6-b14cad84f200,HMS-T:SNE-T1-L36-02/FC1.WCC-02.AV-34,BACnet AV,PRESSURE_OIL_PD,,,0,FALSE,,
29ae0678-c36d-5c27-a1a0-cc3bb5fb56ae,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-UR-06.MUWT-AC-T1-02A-HL,BI Mapper,MUWT-AC-T1-02A-HL,,,0,FALSE,,
a7237813-7b5e-56ef-8a78-95e574b301e3,HMS-T:SNE-T2-L17-01/FC1.VAV-74H.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
92584d70-5de3-53b4-9346-7d083b062e4f,HMS-T:SNE-T1-L17-01/FC1.DDC-T1-L17-03.EAFT1L1703-S,BI Mapper,EAFT1L1703-S,,,0,FALSE,,
d53124bb-4230-5e6e-bd4d-6eef1cc252a2,HMS-T:SNE-T1-L35-01/BACnet.MODBUS-T1-L36-01.AI-146,BACnet AI,AHU-T1-L36-01-ST-TEMP,,,0,FALSE,,
2b2c5f5a-a4a7-5481-afa8-42654010754b,HMS-T:SNE-T2-L36-01/FC1.AHU-01.AHU-EMS,BI Mapper,AHU-EMS,,,0,FALSE,,
0dba9168-6058-5183-a066-30cf62a3263f,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-UR-06B.EAF-T2-URF-08 -SP-T,AI Mapper,EAF-T2-URF-08 -SP-T,,,0,FALSE,,
2bfda860-6807-54c8-a60a-040b00b36d13,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-R-04A.WCC-04-RUNTIME-IN,AV Mapper,WCC-04-RUNTIME-IN,,,0,FALSE,,
61591584-b286-5bd4-bab9-5b12c494f2ad,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-R-03C.CT-T1-03-AM,BI Mapper,CT-T1-03-AM,,,0,FALSE,,
b1e04f2f-4948-574a-8261-f9d77c426d57,HMS-T:SNE-T1-L17-01/FC1.DDC-T1-L17-04.EAFT1L1704-FT,BI Mapper,EAFT1L1704-FT,,,0,FALSE,,
c59f2926-6bc6-572b-9375-97898f1e817f,HMS-T:SNE-T1-L29-01/FC1.VAV-74.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
8b237edb-1fda-5d15-98de-0ca1a4e55496,HMS-T:SNE-T1-L22-01/BACnet.MODBUS-T1-L22.AI-194,BACnet AI,FCU-T1-L16-01-ST-TEMP,,,0,FALSE,,
f000fe01-9c9b-5c88-bcc8-cac6bbabf974,HMS-T:SNE-T1-L16-01/FC1.VAV-48,JCI Family BACnet Device,VAV-48,,,0,FALSE,,
9c53049e-c539-5e87-aca2-49c23ca99cf9,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-UR-02.PAU-AFS,BI Mapper,PAU-AFS,,,0,FALSE,,
d511099f-9e14-58a9-81d2-8413f732233c,HMS-T:SNE-T2-L15-01/FC1.VAV-90H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
fb1987dd-d646-5052-8a7e-dce79c860917,HMS-T:SNE-T1-L33-01/FC1.VAV-56H.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
05481223-c97b-5768-bba3-fdd917473fb3,HMS-T:SNE-T1-L20-01/FC1.VAV-41.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
837d86e3-d0d4-529f-ae47-3404578fd4d5,HMS-T:SNE-T1-L28-01/FC1.VAV-57,JCI Family BACnet Device,VAV-57,,,0,FALSE,,
3d3354f5-c9b0-5952-bdaf-37b837dbad01,HMS-T:SNE-T2-L15-01/FC1.LTG-02.LTG-05-C,BO Mapper,LTG-05-C,,,0,FALSE,,
9251af58-bdcd-567d-b39f-94ad6351ec2a,HMS-T:SNE-T2-L20-01/FC1.AHU-01.AHU-RA-T,AI Mapper,AHU-RA-T,,,0,FALSE,,
b377893d-b562-5479-bedf-3ac3978ddabd,HMS-T:SNE-T1-L23-01/FC1.VAV-74.ZN-T-SP,AV Mapper,ZN-T-SP,,,0,FALSE,,
e7cdd351-6181-5c37-9a35-6a832f2f6f30,HMS-T:SNE-T1-L33-01/FC1.VAV-06H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
38dc3a25-a232-5d67-a227-590e8385a9e9,HMS-T:SNE-T1-L33-01/FC1.VAV-29H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
6085af5c-0a02-5605-a87b-6791bee6fc3d,HMS-T:SNE-T1-L23-01/FC1.VAV-05H,JCI Family BACnet Device,VAV-05H,,,0,FALSE,,
7cef78f6-60c2-5add-a41d-72d8f74e320e,HMS-T:SNE-T1-L22-01/FC1.VAV-49H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
7c929461-525a-5fe5-b291-50ca182f2019,HMS-T:SNE-T2-L15-01/FC1.DDC-T2-L15-02D,JCI Family BACnet Device,DDC-T2-L15-02D,,,0,FALSE,,
e5573c72-b2e1-50e7-bec1-3d959b84f5cc,HMS-T:SNE-T1-L33-01/FC1.DDC-T1-L33-04.PLTG-Z6-C,BO Mapper,PLTG-Z6-C,,,0,FALSE,,
029d1136-91db-59ee-8fc2-d846fa384675,HMS-T:SNE-T1-L32-01/FC1.DDC-T1-L32-03.EAFT1L3204-C,BO Mapper,EAFT1L3204-C,,,0,FALSE,,
0830de3b-6324-5853-9dc8-3a72769de212,HMS-T:SNE-T1-L31-01/FC1.VAV-22.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
3259f5af-eb7f-5f88-ac75-56a9aa2dff34,HMS-T:SNE-T2-L17-01/FC1.DDC-T2-L17-02A.EAFT2L1703-C,BO Mapper,EAFT2L1703-C,,,0,FALSE,,
4e2fdfb9-2fb4-5940-88d3-f1d346349b08,HMS-T:SNE-T2-L27-01/FC1.VAV-15H.CLG-MAXFLOW,AV Mapper,CLG-MAXFLOW,,,0,FALSE,,
b62f1530-9f75-57bc-b0f1-449b1196f56d,HMS-T:SNE-T1-L26-01/FC1.VAV-42H.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
cd7e279a-3d22-573c-abaf-e6a5106c1e7e,HMS-T:SNE-T2-L27-01/FC1.VAV-91H.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
24f5c3d6-bdb6-5bc2-a3b5-2181b80bb2f2,HMS-T:SNE-T2-L17-01/FC1.VAV-29H.SA-F,AV Mapper,SA-F,,,0,FALSE,,
373f6466-c101-5207-848a-0e08a65f04d2,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-R-03C.CT-T1-01-SS,AI Mapper,CT-T1-01-SS,,,0,FALSE,,
50c0f5b2-c7d5-5dbf-807b-69a625a5670c,HMS-T:SNE-T1-L29-01/FC1.DDC-T1-L29-03.EAFT1L2901-C,BO Mapper,EAFT1L2901-C,,,0,FALSE,,
89f39b82-305c-54f6-ad6a-e722530a44a0,HMS-T:SNE-T1-L18-01/FC1.VAV-34H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
f106269c-38e8-5029-a059-6f624c4bb62c,HMS-T:SNE-T2-RF-01/FC1.DDC-T2-TR-03-A,JCI Family BACnet Device,DDC-T2-TR-03-A,,,0,FALSE,,
fdafcd65-f31b-55b8-b95c-3546eb0ec130,HMS-T:SNE-T2-L31-01/FC1.VAV-66.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
53fcd3bc-4361-5298-952f-5658501528a8,HMS-T:SNE-T1-L35-01/BACnet.MODBUS-T1-L36-01.AI-62,BACnet AI,AHU-T1-L29-02-Cool_kW,,,0,FALSE,,
c5953b59-2fc8-5375-ae70-b5fc0a83987f,HMS-T:SNE-T2-L25-01/FC1.AHU-02.AHU-PFC,BI Mapper,AHU-PFC,,,0,FALSE,,
ec046346-e507-53a2-8f15-8dd1d7255d0d,HMS-T:SNE-T1-L16-01/FC1.VAV-70.ZN-T-SP,AV Mapper,ZN-T-SP,,,0,FALSE,,
ec898e6a-60d6-5aa1-9437-fca60e28af8e,HMS-T:SNE-T1-L36-02/FC1.WCC-03.AV-28,BACnet AV,POWER_O_VFD_FACT,,,0,FALSE,,
d73811f4-b2db-5a18-8ca0-fe287e9c6cbc,HMS-T:SNE-T1-L32-01/FC1.DDC-T1-L32-03.EAFT1L3204-AFS,BI Mapper,EAFT1L3204-AFS,,,0,FALSE,,
2d5a7bf3-dd27-51a7-81d2-fcbfa7b041d6,HMS-T:SNE-T1-L16-01/FC1.VAV-14.TUNING-RESET,BV Mapper,TUNING-RESET,,,0,FALSE,,
46dfc768-4960-5aeb-b15b-8379f45d248e,HMS-T:SNE-T1-L29-01/FC1.VAV-63.SA-F,AV Mapper,SA-F,,,0,FALSE,,
72d15a34-f37c-58ec-ae78-8e82e1842eaf,HMS-T:SNE-T1-L32-01/FC1.VAV-32H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
adf1fea8-c5a3-54b4-9c09-1b443b62ca4c,HMS-T:SNE-T2-L22-01/FC1.DDC-T2-L21-02D.EAFT2L2104-MA,BI Mapper,EAFT2L2104-MA,,,0,FALSE,,
b6cad05f-22e3-517e-afab-9ee8fb11f9a0,HMS-T:SNE-T1-L21-01/FC1.VAV-32H.HTGUNOCC-MINFLOW,AV Mapper,HTGUNOCC-MINFLOW,,,0,FALSE,,
847bc41d-9dad-5744-ae38-c0b4dfe57ef4,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-UR-04A.WCC-T1-01-CDW-VS,BI Mapper,WCC-T1-01-CDW-VS,,,0,FALSE,,
a0328252-5603-57e4-9a68-bfeb56265ebf,HMS-T:SNE-T1-L21-01/FC1.AHU-02.AHU-PAD-FR,AI Mapper,AHU-PAD-FR,,,0,FALSE,,
c8a57f8e-874c-552a-9448-62440dccfa31,HMS-T:SNE-T2-L17-01/FC1.VAV-67.ZN-T-SP,AV Mapper,ZN-T-SP,,,0,FALSE,,
fffcf75a-e6ad-5a2e-bae8-faaaf047909e,HMS-T:SNE-T2-L33-01/FC1.DDC-T2-L32-02C.EAFT2L3201-S,BI Mapper,EAFT2L3201-S,,,0,FALSE,,
37001301-4f7d-5b77-9426-3dc76a7f2284,HMS-T:SNE-T2-L15-01/BACnet.MODBUS-T2-L10-01.AI-34,BACnet AI,AHU-T2-L18-01-ST-TEMP,,,0,FALSE,,
498584b2-44a2-5a75-a7a5-112196d22fc2,HMS-T:SNE-T1-L27-01/FC1.VAV-27.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
5b4ef605-ada4-52ec-af0e-cb613495699b,HMS-T:SNE-T1-L26-01/FC1.LTG-01.LTG-07-C,BO Mapper,LTG-07-C,,,0,FALSE,,
d4f6e423-c2d8-5ede-8424-c8ef9c5f1d0e,HMS-T:SNE-T2-L31-01/FC1.VAV-20.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
ec02228f-dd90-5f05-833b-fba1df1d54fb,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-R-03C.CWP-T1-03-PS,BI Mapper,CWP-T1-03-PS,,,0,FALSE,,
68c17989-898e-5560-a70b-cda0bbc073a8,HMS-T:SNE-T1-L31-01/FC1.VAV-15H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
78d4dbbe-8d06-59cd-835b-01aed173fb26,HMS-T:SNE-T1-L21-01/FC1.VAV-44.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
e3e72c81-33ad-50fb-8a95-52c7f4dbe814,HMS-T:SNE-T2-L36-01/FC1.VAV-54H.ZN-T,AI Mapper,ZN-T,,,0,FALSE,,
130a4ca6-0553-5f0f-b541-fdd823618f32,HMS-T:SNE-T2-L25-01/FC1.LTG-01.LTG-07-AM,BI Mapper,LTG-07-AM,,,0,FALSE,,
233dcd6c-3b9a-56b4-b919-cebaa2610315,HMS-T:SNE-T2-L10-01/FC1.DDC-T2-L10M-06.IRWT-T2-02-HL,BI Mapper,IRWT-T2-02-HL,,,0,FALSE,,
2bb0ab5b-9e6f-5a7c-94b1-6daf5bfeb458,HMS-T:SNE-T1-L23-01/FC1.VAV-31H.CLGUNOCC-MINFLOW,AV Mapper,CLGUNOCC-MINFLOW,,,0,FALSE,,
903a4b4a-d0db-5dda-b9ba-53490c44f473,HMS-T:SNE-T2-L33-01/FC1.VAV-77H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
b5e420bf-7c6f-5331-915e-4dd9dbc945b8,HMS-T:SNE-T1-L31-01/FC1.VAV-12H.CLG-MAXFLOW,AV Mapper,CLG-MAXFLOW,,,0,FALSE,,
c8eb29e5-24d9-5f1a-933c-c94db75412c1,HMS-T:SNE-T2-L25-01/FC1.DDC-T2-L25-02A.MFDAMPER4-S,BI Mapper,MFDAMPER4-S,,,0,FALSE,,
4ae7b873-1f83-5a56-8818-c03bc86ad635,HMS-T:SNE-T1-L12-01/FC1.VAV-28.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
4c4fcbd2-cf6a-5dd2-ba84-06828ad85b5c,HMS-T:SNE-T1-L21-01/FC1.CAV-75,JCI Family BACnet Device,CAV-75,,,0,FALSE,,
ca5d34fb-4d0e-5f8e-920a-f2399112ca1a,HMS-T:SNE-T1-L16-01/FC1.VAV-73H.SA-F,AV Mapper,SA-F,,,0,FALSE,,
46defdc7-5c43-5217-966e-fb3ccdee7881,HMS-T:SNE-T1-L21-01/FC1.VAV-53H.DPR-O,AO Mapper,DPR-O,,,0,FALSE,,
9dba17b7-76a9-5597-bae5-21c14c81cd09,HMS-T:SNE-T2-L15-01/BACnet.MODBUS-T2-L10-01.AI-12,BACnet AI,AHU-T2-L15-01-Cool_kWh,,,0,FALSE,,
a435fb13-f58f-5007-ad28-7634820849a1,HMS-T:SNE-T2-L22-01/FC1.VAV-15H.SA-KFACTOR,AV Mapper,SA-KFACTOR,,,0,FALSE,,
ad91ff02-7639-56f3-9842-4e6a63fad26f,HMS-T:SNE-T2-L36-01/FC1.VAV-30.SA-F,AV Mapper,SA-F,,,0,FALSE,,
cd99a485-82e0-52b4-b314-76a5014f012a,HMS-T:SNE-T1-L29-01/FC1.VAV-51.DA-VP,AI Mapper,DA-VP,,,0,FALSE,,
4466a9c9-fe85-5aea-a55d-c2ac5340a5af,HMS-T:SNE-T1-L36-02/FC1.DDC-T1-R-03B.CHWP-T1-06-ES,BI Mapper,CHWP-T1-06-ES,,,0,FALSE,,
